,ID hecho,FECHA ,SEXO,EDAD_VICTIMA
15191,LC-2020-0053291,2020-01-25,Varon,29
15192,LC-2020-0054670,2020-01-26,varon,38
15193,LC-2020-0054670,2020-01-26,Varon,41
15194,LC-2020-0060428,2020-01-29,SD,35
15195,LC-2020-0061867,2020-01-29,Varon,44
15196,LC-2020-0064315,2020-01-30,Varon,40
15197,LC-2020-0068788,2020-02-01,Varon,28
15198,LC-2020-0068977,2020-02-01,Mujer,64
15199,LC-2020-0069841,2020-02-02,Varon,34
15200,LC-2020-0069923,2020-02-02,Varon,25
15201,LC-2020-0075223,2020-02-04,Mujer,50
15202,LC-2020-0080299,2020-02-07,SD,35
15203,LC-2020-0080517,2020-02-07,Varon,50
15204,LC-2020-0082766,2020-02-07,Varon,9
15205,LC-2020-0082766,2020-02-07,Varon,35
15206,LC-2020-0084093,2020-02-08,Mujer,63
15207,LC-2020-0084093,2020-02-08,Mujer,49
15208,LC-2020-0088655,2020-02-11,SD,35
15209,LC-2020-0089620,2020-02-11,Mujer,28
15210,LC-2020-0092815,2020-02-12,varon,49
15211,LC-2020-0092815,2020-02-12,Varon,23
15212,LC-2020-0093320,2020-02-12,SD,35
15213,LC-2020-0095477,2020-02-13,SD,35
15214,LC-2020-0096423,2020-02-13,SD,35
15215,LC-2020-0096495,2020-02-13,Varon,43
15216,LC-2020-0110480,2020-02-19,Mujer,69
15217,LC-2020-0110744,2020-02-20,Varon,26
15218,LC-2020-0113214,2020-02-20,SD,35
15219,LC-2020-0115481,2020-02-21,Varon,49
15220,LC-2020-0115481,2020-02-21,Mujer,49
15221,LC-2020-0115481,2020-02-21,Varon,46
15222,LC-2020-0116468,2020-02-22,Varon,35
15223,LC-2020-0119705,2020-02-24,Mujer,10
15224,LC-2020-0119705,2020-02-24,Mujer,34
15225,LC-2020-0121248,2020-02-25,Mujer,56
15226,LC-2020-0123188,2020-02-26,Mujer,79
15227,LC-2020-0126580,2020-02-27,Varon,44
15228,LC-2020-0126653,2020-02-27,Mujer,22
15229,LC-2020-0131211,2020-02-29,Varon,45
15230,LC-2020-0134760,2020-03-02,Varon,40
15231,LC-2020-0135611,2020-03-02,Varon,55
15232,LC-2020-0139174,2020-03-04,Mujer,53
15233,LC-2020-0141101,2020-03-04,Varon,28
15234,LC-2020-0144014,2020-03-05,Mujer,22
15235,LC-2020-0144129,2020-03-05,Mujer,12
15236,LC-2020-0148537,2020-03-07,Mujer,37
15237,LC-2020-0148537,2020-03-07,Varon,15
15238,LC-2020-0151195,2020-03-09,Mujer,35
15239,LC-2020-0151195,2020-03-09,Mujer,56
15240,LC-2020-0151195,2020-03-09,sd,35
15241,LC-2020-0151195,2020-03-09,Mujer,29
15242,LC-2020-0151195,2020-03-09,Mujer,19
15243,LC-2020-0152911,2020-03-09,Varon,60
15244,LC-2020-0157199,2020-03-11,Varon,34
15245,LC-2020-0159694,2020-03-12,SD,35
15246,LC-2020-0163879,2020-03-13,SD,35
15247,LC-2020-0164839,2020-03-14,Varon,43
15248,LC-2020-0164839,2020-03-14,Mujer,15
15249,LC-2020-0166235,2020-03-15,Varon,49
15250,LC-2020-0169497,2020-03-17,Varon,38
15251,LC-2020-0170569,2020-03-17,Varon,24
15252,LC-2020-0171614,2020-03-18,varon,28
15253,LC-2020-0171614,2020-03-18,Varon,29
15254,LC-2020-0171697,2020-03-18,Mujer,87
15255,LC-2020-0172440,2020-03-18,Varon,52
15256,LC-2020-0172440,2020-03-18,sd,35
15257,LC-2020-0173928,2020-03-19,SD,35
15258,LC-2020-0186301,2020-04-02,Varon,35
15259,LC-2020-0186997,2020-04-02,Varon,26
15260,LC-2020-0188608,2020-04-04,Varon,36
15261,LC-2020-0188608,2020-04-04,Varon,34
15262,LC-2020-0188608,2020-04-04,Varon,48
15263,LC-2020-0188608,2020-04-04,Varon,49
15264,LC-2020-0188608,2020-04-04,Varon,30
15265,LC-2020-0188608,2020-04-04,SD,64
15266,LC-2020-0188608,2020-04-04,Varon,20
15267,LC-2020-0188608,2020-04-04,Varon,24
15268,LC-2020-0198305,2020-04-14,Varon,35
15269,LC-2020-0198410,2020-04-15,Varon,41
15270,LC-2020-0204368,2020-04-20,sd,35
15271,LC-2020-0204368,2020-04-20,sd,35
15272,LC-2020-0204368,2020-04-20,sd,35
15273,LC-2020-0204368,2020-04-20,sd,35
15274,LC-2020-0204368,2020-04-20,sd,35
15275,LC-2020-0205163,2020-04-21,Varon,26
15276,LC-2020-0208534,2020-04-23,Varon,43
15277,LC-2020-0222471,2020-04-30,Varon,46
15278,LC-2020-0222471,2020-04-30,mujer,48
15279,LC-2020-0225160,2020-05-03,Mujer,23
15280,LC-2020-0227004,2020-05-05,Mujer,25
15281,LC-2020-0229531,2020-05-07,Varon,45
15282,LC-2020-0229531,2020-05-07,Varon,59
15283,LC-2020-0229531,2020-05-07,Varon,26
15284,LC-2020-0233280,2020-05-09,Varon,23
15285,LC-2020-0236823,2020-05-12,Varon,35
15286,LC-2020-0237320,2020-05-12,Mujer,26
15287,LC-2020-0242250,2020-05-15,Varon,57
15288,LC-2020-0242350,2020-05-15,Varon,57
15289,LC-2020-0258002,2020-05-25,Varon,55
15290,LC-2020-0285619,2020-06-07,Mujer,25
15291,LC-2020-0285619,2020-06-07,Mujer,41
15292,LC-2020-0378480,2020-06-30,Varon,31
15293,LC-2020-0410450,2020-07-04,Varon,52
15294,LC-2020-0427971,2020-07-10,Varon,62
15295,LC-2020-0427971,2020-07-10,Mujer,20
15296,LC-2020-0430001,2020-07-12,Varon,26
15297,LC-2020-0435746,2020-07-15,Varon,30
15298,LC-2020-0441211,2020-07-18,Varon,40
15299,LC-2020-0444033,2020-07-20,Varon,33
15300,LC-2020-0449441,2020-07-24,Varon,44
15301,LC-2020-0452010,2020-07-26,Mujer,19
15302,LC-2020-0453250,2020-07-27,Varon,27
15303,LC-2020-0460484,2020-08-01,Varon,34
15304,LC-2020-0464063,2020-08-04,Varon,41
15305,LC-2020-0467547,2020-08-06,Mujer,35
15306,LC-2020-0467698,2020-08-07,sd,35
15307,LC-2020-0476727,2020-08-12,Varon,45
15308,LC-2020-0496791,2020-08-27,Varon,33
15309,LC-2020-0496959,2020-08-27,Varon,24
15310,LC-2020-0496959,2020-08-27,Mujer,30
15311,LC-2020-0506684,2020-09-04,Varon,38
15312,LC-2020-0510238,2020-09-07,Mujer,28
15313,LC-2020-0510238,2020-09-07,Varon,42
15314,LC-2020-0515040,2020-09-10,Varon,29
15315,LC-2020-0516322,2020-09-11,Varon,62
15316,LC-2020-0521911,2020-09-16,Varon,35
15317,LC-2020-0528422,2020-09-20,Mujer,35
15318,LC-2020-0534114,2020-09-24,Mujer,25
15319,LC-2020-0549808,2020-10-03,Varon,35
15320,LC-2020-0549808,2020-10-03,Mujer,24
15321,LC-2020-0549808,2020-10-03,Varon,47
15322,LC-2020-0552553,2020-10-06,Varon,29
15323,LC-2020-0558028,2020-10-09,Varon,29
15324,LC-2020-0563211,2020-10-13,Varon,35
15325,LC-2020-0567011,2020-10-15,SD,35
15326,LC-2020-0568079,2020-10-16,Varon,49
15327,LC-2020-0575810,2020-10-21,Varon,40
15328,LC-2020-0581598,2020-10-25,Varon,48
15329,LC-2020-0586387,2020-10-28,Varon,48
15330,LC-2020-0586645,2020-10-28,sd,35
15331,LC-2020-0587520,2020-10-29,Varon,25
15332,LC-2020-0589875,2020-10-30,Varon,77
15333,LC-2020-0589875,2020-10-30,Varon,27
15334,LC-2020-0603563,2020-11-09,Mujer,35
15335,LC-2020-0605553,2020-11-10,Mujer,31
15336,LC-2020-0606754,2020-11-10,Varon,42
15337,LC-2020-0610152,2020-11-12,Varon,35
15338,LC-2020-0610337,2020-11-12,Varon,35
15339,LC-2020-0612685,2020-11-13,Varon,51
15340,LC-2020-0612906,2020-11-13,Mujer,41
15341,LC-2020-0614196,2020-11-14,Varon,24
15342,LC-2020-0614280,2020-11-15,Varon,23
15343,LC-2020-0621024,2020-11-19,Varon,35
15344,LC-2020-0621597,2020-11-19,Varon,30
15345,LC-2020-0622054,2020-11-20,Varon,31
15346,LC-2020-0622356,2020-11-20,Varon,28
15347,LC-2020-0626499,2020-11-23,Mujer,2
15348,LC-2020-0628539,2020-11-25,Varon,27
15349,LC-2020-0628539,2020-11-25,Varon,21
15350,LC-2020-0633335,2020-11-27,Mujer,30
15351,LC-2020-0633626,2020-11-27,Varon,49
15352,LC-2020-0633634,2020-11-27,SD,35
15353,LC-2020-0636964,2020-11-30,Varon,81
15354,LC-2020-0638625,2020-12-01,Varon,26
15355,LC-2020-0643135,2020-12-04,Varon,61
15356,LC-2020-0643887,2020-12-04,Mujer,62
15357,LC-2020-0647173,2020-12-07,Varon,29
15358,LC-2020-0647491,2020-12-08,Varon,28
15359,LC-2020-0650000,2020-12-09,Varon,45
15360,LC-2020-0662838,2020-12-17,Varon,38
15361,LC-2020-0664393,2020-12-18,sd,35
15362,LC-2020-0667902,2020-12-20,Mujer,74
15363,LC-2020-0668448,2020-12-21,Varon,25
15364,LC-2020-0669122,2020-12-21,Mujer,26
15365,LC-2020-0671978,2020-12-22,Mujer,31
15366,LC-2020-0673508,2020-12-23,Varon,28
15367,LC-2020-0678688,2020-12-28,Varon,28
15368,LC-2020-0683585,2020-12-30,Varon,23
15369,LC-2020-0007203,2020-01-04,Varon,35
15370,LC-2020-0007775,2020-01-04,Mujer,35
15371,LC-2020-0012057,2020-01-07,Varon,44
15372,LC-2020-0012172,2020-01-07,Varon,21
15373,LC-2020-0012993,2020-01-07,Mujer,23
15374,LC-2020-0012993,2020-01-07,Mujer,56
15375,LC-2020-0012993,2020-01-07,Mujer,64
15376,LC-2020-0014194,2020-01-07,Varon,21
15377,LC-2020-0020289,2020-01-10,SD,35
15378,LC-2020-0029290,2020-01-14,Mujer,32
15379,LC-2020-0034236,2020-01-16,sd,35
15380,LC-2020-0034391,2020-01-16,Mujer,38
15381,LC-2020-0036402,2020-01-17,varon,61
15382,LC-2020-0036402,2020-01-17,Varon,65
15383,LC-2020-0037688,2020-01-18,Varon,4
15384,LC-2020-0037688,2020-01-18,Mujer,37
15385,LC-2020-0038554,2020-01-19,Mujer,46
15386,LC-2020-0038554,2020-01-19,Varon,33
15387,LC-2020-0038554,2020-01-19,SD,35
15388,LC-2020-0046626,2020-01-22,Varon,40
15389,LC-2020-0047628,2020-01-23,Varon,44
15390,LC-2020-0050567,2020-01-24,Varon,55
15391,LC-2020-0052566,2020-01-25,Varon,29
15392,LC-2020-0052803,2020-01-25,Varon,59
15393,LC-2020-0053992,2020-01-26,Varon,67
15394,LC-2020-0057129,2020-01-27,Mujer,31
15395,LC-2020-0059474,2020-01-28,Mujer,29
15396,LC-2020-0060768,2020-01-29,Varon,40
15397,LC-2020-0064364,2020-01-30,SD,35
15398,LC-2020-0067635,2020-02-01,Varon,24
15399,LC-2020-0070340,2020-02-03,Varon,22
15400,LC-2020-0076139,2020-02-05,Varon,35
15401,LC-2020-0083088,2020-02-08,Mujer,41
15402,LC-2020-0090063,2020-02-11,SD,35
15403,LC-2020-0092041,2020-02-12,SD,35
15404,LC-2020-0097757,2020-02-14,Varon,43
15405,LC-2020-0097837,2020-02-14,varon,77
15406,LC-2020-0097837,2020-02-14,Varon,33
15407,LC-2020-0097837,2020-02-14,Mujer,60
15408,LC-2020-0097837,2020-02-14,Mujer,30
15409,LC-2020-0145457,2020-03-06,Varon,57
15410,LC-2020-0199318,2020-04-15,Varon,29
15411,LC-2020-0202436,2020-04-18,Mujer,69
15412,LC-2020-0233223,2020-05-09,varon,35
15413,LC-2020-0233223,2020-05-09,Varon,41
15414,LC-2020-0261889,2020-05-27,Varon,32
15415,LC-2020-0261889,2020-05-27,Mujer,54
15416,LC-2020-0261889,2020-05-27,Varon,53
15417,LC-2020-0261889,2020-05-27,Varon,38
15418,LC-2020-0261889,2020-05-27,Mujer,33
15419,LC-2020-0263371,2020-05-28,SD,35
15420,LC-2020-0291843,2020-06-10,SD,35
15421,LC-2020-0374289,2020-06-28,Mujer,23
15422,LC-2020-0374289,2020-06-28,Varon,24
15423,LC-2020-0383326,2020-07-01,sd,35
15424,LC-2020-0420326,2020-07-08,Varon,29
15425,LC-2020-0448839,2020-07-23,Mujer,70
15426,LC-2020-0459775,2020-07-31,Varon,32
15427,LC-2020-0473334,2020-08-11,SD,35
15428,LC-2020-0485870,2020-08-19,Mujer,35
15429,LC-2020-0488694,2020-08-21,Varon,51
15430,LC-2020-0497002,2020-08-27,Mujer,49
15431,LC-2020-0497283,2020-08-28,Varon,41
15432,LC-2020-0525185,2020-09-17,Varon,28
15433,LC-2020-0546471,2020-10-01,SD,14
15434,LC-2020-0565081,2020-10-14,Varon,25
15435,LC-2020-0565081,2020-10-14,Varon,28
15436,LC-2020-0567324,2020-10-15,Varon,35
15437,LC-2020-0567324,2020-10-15,Varon,23
15438,LC-2020-0567324,2020-10-15,Mujer,53
15439,LC-2020-0567324,2020-10-15,Varon,38
15440,LC-2020-0575895,2020-10-21,Varon,36
15441,LC-2020-0595697,2020-11-03,Mujer,48
15442,LC-2020-0595697,2020-11-03,Mujer,45
15443,LC-2020-0600443,2020-11-06,Mujer,19
15444,LC-2020-0609619,2020-11-12,Mujer,34
15445,LC-2020-0616666,2020-11-16,Varon,50
15446,LC-2020-0625337,2020-11-22,Mujer,33
15447,LC-2020-0632587,2020-11-27,Mujer,71
15448,LC-2020-0633899,2020-11-28,Varon,27
15449,LC-2020-0639855,2020-12-02,Varon,35
15450,LC-2020-0641710,2020-12-03,Varon,35
15451,LC-2020-0657655,2020-12-14,Varon,43
15452,LC-2020-0660238,2020-12-15,Varon,65
15453,LC-2020-0660437,2020-12-16,Mujer,24
15454,LC-2020-0664154,2020-12-18,Varon,23
15455,LC-2020-0669441,2020-12-21,Varon,28
15456,LC-2020-0669441,2020-12-21,Mujer,22
15457,LC-2020-0671589,2020-12-22,Mujer,41
15458,LC-2020-0674686,2020-12-24,Varon,25
15459,LC-2020-0678358,2020-12-28,Varon,20
15460,LC-2020-0684802,2020-12-31,Mujer,52
15461,LC-2020-0684802,2020-12-31,Mujer,15
15462,LC-2020-0006888,2020-01-04,Varon,30
15463,LC-2020-0013224,2020-01-07,Mujer,50
15464,LC-2020-0014784,2020-01-08,Mujer,31
15465,LC-2020-0016213,2020-01-08,Mujer,37
15466,LC-2020-0016213,2020-01-08,Mujer,71
15467,LC-2020-0018385,2020-01-09,Mujer,37
15468,LC-2020-0038050,2020-01-18,Mujer,39
15469,LC-2020-0044680,2020-01-22,Mujer,47
15470,LC-2020-0052079,2020-01-24,Varon,38
15471,LC-2020-0052792,2020-01-25,Varon,28
15472,LC-2020-0053548,2020-01-26,SD,35
15473,LC-2020-0058400,2020-01-28,Varon,19
15474,LC-2020-0059879,2020-01-28,Varon,30
15475,LC-2020-0061399,2020-01-29,SD,35
15476,LC-2020-0061420,2020-01-29,Mujer,24
15477,LC-2020-0067190,2020-01-31,Varon,27
15478,LC-2020-0068252,2020-02-01,Varon,26
15479,LC-2020-0071405,2020-02-03,SD,35
15480,LC-2020-0075787,2020-02-05,Varon,35
15481,LC-2020-0082483,2020-02-07,Varon,29
15482,LC-2020-0095074,2020-02-13,Mujer,56
15483,LC-2020-0095074,2020-02-13,Mujer,47
15484,LC-2020-0106311,2020-02-18,Mujer,58
15485,LC-2020-0109573,2020-02-19,Varon,35
15486,LC-2020-0113061,2020-02-20,Mujer,36
15487,LC-2020-0116038,2020-02-21,SD,35
15488,LC-2020-0122349,2020-02-26,Varon,34
15489,LC-2020-0126254,2020-02-27,Mujer,28
15490,LC-2020-0138130,2020-03-03,Varon,32
15491,LC-2020-0140838,2020-03-04,Varon,53
15492,LC-2020-0143461,2020-03-05,Varon,47
15493,LC-2020-0143729,2020-03-05,Varon,25
15494,LC-2020-0146463,2020-03-06,Varon,23
15495,LC-2020-0148184,2020-03-07,Varon,34
15496,LC-2020-0152837,2020-03-09,Varon,27
15497,LC-2020-0156939,2020-03-11,Varon,33
15498,LC-2020-0164496,2020-03-14,SD,35
15499,LC-2020-0166055,2020-03-15,Mujer,13
15500,LC-2020-0167829,2020-03-16,Varon,22
15501,LC-2020-0168555,2020-03-16,SD,35
15502,LC-2020-0172899,2020-03-18,Mujer,73
15503,LC-2020-0186043,2020-04-01,Varon,26
15504,LC-2020-0187883,2020-04-03,Varon,42
15505,LC-2020-0189384,2020-04-05,Varon,23
15506,LC-2020-0190766,2020-04-06,Varon,39
15507,LC-2020-0192965,2020-04-08,Varon,35
15508,LC-2020-0204408,2020-04-20,Varon,37
15509,LC-2020-0211580,2020-04-26,Mujer,30
15510,LC-2020-0223589,2020-05-01,Varon,32
15511,LC-2020-0223893,2020-05-02,Varon,35
15512,LC-2020-0223893,2020-05-02,Varon,38
15513,LC-2020-0224660,2020-05-02,Varon,25
15514,LC-2020-0228885,2020-05-06,SD,35
15515,LC-2020-0230727,2020-05-08,Varon,28
15516,LC-2020-0230727,2020-05-08,sd,35
15517,LC-2020-0234897,2020-05-11,Varon,51
15518,LC-2020-0234897,2020-05-11,Varon,28
15519,LC-2020-0240083,2020-05-14,Mujer,22
15520,LC-2020-0242122,2020-05-15,SD,35
15521,LC-2020-0243296,2020-05-16,Mujer,38
15522,LC-2020-0244301,2020-05-17,Varon,58
15523,LC-2020-0244827,2020-05-18,Varon,32
15524,LC-2020-0253095,2020-05-21,Varon,32
15525,LC-2020-0253175,2020-05-21,Varon,35
15526,LC-2020-0253202,2020-05-21,SD,35
15527,LC-2020-0255605,2020-05-23,Varon,21
15528,LC-2020-0258985,2020-05-26,Varon,29
15529,LC-2020-0263139,2020-05-28,Mujer,70
15530,LC-2020-0268055,2020-05-30,Varon,27
15531,LC-2020-0268943,2020-05-31,Mujer,32
15532,LC-2020-0271448,2020-06-01,SD,35
15533,LC-2020-0271448,2020-06-01,Varon,44
15534,LC-2020-0283343,2020-06-05,Mujer,33
15535,LC-2020-0289795,2020-06-09,Varon,45
15536,LC-2020-0289795,2020-06-09,Mujer,25
15537,LC-2020-0297234,2020-06-13,Mujer,31
15538,LC-2020-0313301,2020-06-17,Varon,35
15539,LC-2020-0375725,2020-06-29,Varon,45
15540,LC-2020-0381621,2020-06-30,Varon,34
15541,LC-2020-0428626,2020-07-11,Varon,38
15542,LC-2020-0443869,2020-07-20,Mujer,31
15543,LC-2020-0446552,2020-07-21,Varon,56
15544,LC-2020-0446552,2020-07-21,Varon,42
15545,LC-2020-0449357,2020-07-23,Varon,49
15546,LC-2020-0453150,2020-07-27,Mujer,35
15547,LC-2020-0455862,2020-07-28,Varon,35
15548,LC-2020-0457372,2020-07-29,Varon,29
15549,LC-2020-0458850,2020-07-31,Varon,33
15550,LC-2020-0459815,2020-07-31,sd,35
15551,LC-2020-0460929,2020-08-01,Mujer,31
15552,LC-2020-0463624,2020-08-04,Mujer,33
15553,LC-2020-0463624,2020-08-04,Varon,55
15554,LC-2020-0465675,2020-08-05,Varon,51
15555,LC-2020-0465975,2020-08-05,Varon,53
15556,LC-2020-0470556,2020-08-08,sd,35
15557,LC-2020-0479304,2020-08-13,Varon,47
15558,LC-2020-0480738,2020-08-14,Varon,26
15559,LC-2020-0480738,2020-08-14,sd,35
15560,LC-2020-0481106,2020-08-15,Mujer,20
15561,LC-2020-0484122,2020-08-18,Mujer,75
15562,LC-2020-0490232,2020-08-22,Varon,44
15563,LC-2020-0491466,2020-08-24,Varon,38
15564,LC-2020-0491597,2020-08-24,SD,64
15565,LC-2020-0491597,2020-08-24,Varon,30
15566,LC-2020-0495372,2020-08-26,Varon,26
15567,LC-2020-0499328,2020-08-29,Varon,25
15568,LC-2020-0500083,2020-08-30,Varon,26
15569,LC-2020-0500741,2020-08-31,Mujer,70
15570,LC-2020-0501114,2020-08-31,SD,35
15571,LC-2020-0502174,2020-09-01,Mujer,51
15572,LC-2020-0504199,2020-09-02,Varon,42
15573,LC-2020-0506814,2020-09-04,Mujer,42
15574,LC-2020-0517653,2020-09-12,Varon,52
15575,LC-2020-0518302,2020-09-13,Varon,34
15576,LC-2020-0518302,2020-09-13,Varon,28
15577,LC-2020-0519153,2020-09-14,Varon,34
15578,LC-2020-0519270,2020-09-14,Varon,26
15579,LC-2020-0520178,2020-09-15,Varon,26
15580,LC-2020-0520178,2020-09-15,Varon,29
15581,LC-2020-0523159,2020-09-16,Varon,23
15582,LC-2020-0530162,2020-09-21,Mujer,31
15583,LC-2020-0535316,2020-09-24,Varon,22
15584,LC-2020-0536016,2020-09-25,Varon,35
15585,LC-2020-0540852,2020-09-28,Varon,48
15586,LC-2020-0540852,2020-09-28,Varon,41
15587,LC-2020-0540887,2020-09-28,Varon,20
15588,LC-2020-0541512,2020-09-29,SD,83
15589,LC-2020-0546177,2020-10-01,Varon,21
15590,LC-2020-0549712,2020-10-03,SD,35
15591,LC-2020-0550345,2020-10-04,Varon,46
15592,LC-2020-0550345,2020-10-04,sd,35
15593,LC-2020-0553970,2020-10-06,Varon,31
15594,LC-2020-0553970,2020-10-06,Varon,49
15595,LC-2020-0558559,2020-10-09,Mujer,53
15596,LC-2020-0562135,2020-10-12,Varon,29
15597,LC-2020-0565463,2020-10-14,Varon,35
15598,LC-2020-0566594,2020-10-15,Mujer,37
15599,LC-2020-0566821,2020-10-15,Varon,33
15600,LC-2020-0568483,2020-10-16,Varon,45
15601,LC-2020-0568809,2020-10-16,Mujer,43
15602,LC-2020-0570359,2020-10-17,Mujer,25
15603,LC-2020-0573371,2020-10-20,Varon,21
15604,LC-2020-0580392,2020-10-24,Varon,26
15605,LC-2020-0585009,2020-10-27,Varon,27
15606,LC-2020-0586716,2020-10-28,Varon,19
15607,LC-2020-0588577,2020-10-29,Varon,41
15608,LC-2020-0588655,2020-10-30,Varon,23
15609,LC-2020-0592412,2020-11-02,Mujer,38
15610,LC-2020-0599780,2020-11-06,Varon,26
15611,LC-2020-0599942,2020-11-06,Mujer,38
15612,LC-2020-0601438,2020-11-07,Varon,33
15613,LC-2020-0604546,2020-11-09,Varon,30
15614,LC-2020-0604546,2020-11-09,Varon,52
15615,LC-2020-0605529,2020-11-10,Mujer,24
15616,LC-2020-0606596,2020-11-10,SD,35
15617,LC-2020-0608437,2020-11-11,Mujer,80
15618,LC-2020-0616883,2020-11-17,Varon,36
15619,LC-2020-0621862,2020-11-19,Varon,60
15620,LC-2020-0628324,2020-11-24,Mujer,26
15621,LC-2020-0630161,2020-11-25,Varon,24
15622,LC-2020-0631642,2020-11-26,Varon,43
15623,LC-2020-0631776,2020-11-26,Varon,43
15624,LC-2020-0632942,2020-11-27,Varon,16
15625,LC-2020-0634256,2020-11-28,Mujer,84
15626,LC-2020-0636529,2020-11-30,Mujer,72
15627,LC-2020-0636695,2020-11-30,sd,35
15628,LC-2020-0636706,2020-11-30,SD,35
15629,LC-2020-0641267,2020-12-03,Varon,27
15630,LC-2020-0642624,2020-12-03,Mujer,32
15631,LC-2020-0644489,2020-12-04,Varon,23
15632,LC-2020-0646266,2020-12-06,Varon,40
15633,LC-2020-0648848,2020-12-09,Mujer,36
15634,LC-2020-0648848,2020-12-09,Mujer,58
15635,LC-2020-0648848,2020-12-09,Mujer,23
15636,LC-2020-0648848,2020-12-09,Mujer,58
15637,LC-2020-0648848,2020-12-09,Mujer,60
15638,LC-2020-0648848,2020-12-09,Mujer,54
15639,LC-2020-0649930,2020-12-09,Varon,10
15640,LC-2020-0649930,2020-12-09,Varon,44
15641,LC-2020-0650010,2020-12-09,Varon,39
15642,LC-2020-0653057,2020-12-11,Varon,39
15643,LC-2020-0657606,2020-12-14,Varon,35
15644,LC-2020-0658216,2020-12-14,SD,35
15645,LC-2020-0660094,2020-12-15,Mujer,75
15646,LC-2020-0661840,2020-12-16,Varon,29
15647,LC-2020-0663978,2020-12-17,Varon,32
15648,LC-2020-0668744,2020-12-21,Varon,32
15649,LC-2020-0669117,2020-12-21,Varon,35
15650,LC-2020-0670137,2020-12-21,Varon,81
15651,LC-2020-0670137,2020-12-21,Varon,62
15652,LC-2020-0673048,2020-12-23,Varon,25
15653,LC-2020-0674143,2020-12-24,Varon,28
15654,LC-2020-0674143,2020-12-24,Mujer,38
15655,LC-2020-0674757,2020-12-24,Varon,25
15656,LC-2020-0674757,2020-12-24,Mujer,60
15657,LC-2020-0675052,2020-12-24,Varon,33
15658,LC-2020-0677917,2020-12-28,Varon,40
15659,LC-2020-0164253,2020-03-13,Mujer,32
15660,LC-2020-0164253,2020-03-13,Varon,33
15661,LC-2020-0295201,2020-06-11,Mujer,20
15662,LC-2020-0491893,2020-08-24,SD,35
15663,LC-2020-0513041,2020-09-09,Varon,35
15664,LC-2020-0641247,2020-12-03,Varon,45
15665,LC-2020-0001193,2020-01-02,Mujer,60
15666,LC-2020-0003035,2020-01-02,SD,35
15667,LC-2020-0003578,2020-01-02,Varon,38
15668,LC-2020-0014029,2020-01-07,Varon,23
15669,LC-2020-0015086,2020-01-08,Varon,41
15670,LC-2020-0015519,2020-01-08,Varon,69
15671,LC-2020-0019071,2020-01-09,Mujer,63
15672,LC-2020-0020892,2020-01-10,Varon,42
15673,LC-2020-0021635,2020-01-10,Varon,29
15674,LC-2020-0021635,2020-01-10,Varon,38
15675,LC-2020-0023113,2020-01-11,Mujer,53
15676,LC-2020-0024489,2020-01-12,Varon,38
15677,LC-2020-0024905,2020-01-13,Varon,27
15678,LC-2020-0025378,2020-01-13,Mujer,64
15679,LC-2020-0025951,2020-01-13,Varon,9
15680,LC-2020-0026417,2020-01-13,Varon,51
15681,LC-2020-0026999,2020-01-13,Varon,25
15682,LC-2020-0032667,2020-01-16,Varon,43
15683,LC-2020-0033208,2020-01-16,Varon,45
15684,LC-2020-0033840,2020-01-16,Varon,32
15685,LC-2020-0034521,2020-01-16,Varon,24
15686,LC-2020-0035844,2020-01-17,SD,35
15687,LC-2020-0037516,2020-01-18,SD,35
15688,LC-2020-0039341,2020-01-19,Varon,35
15689,LC-2020-0046638,2020-01-22,Varon,42
15690,LC-2020-0047007,2020-01-22,Mujer,35
15691,LC-2020-0049599,2020-01-23,Mujer,77
15692,LC-2020-0049602,2020-01-23,Varon,28
15693,LC-2020-0049626,2020-01-23,SD,35
15694,LC-2020-0049626,2020-01-24,varon,41
15695,LC-2020-0053782,2020-01-26,Varon,57
15696,LC-2020-0055186,2020-01-27,Varon,22
15697,LC-2020-0059505,2020-01-28,Varon,29
15698,LC-2020-0059505,2020-01-28,Varon,41
15699,LC-2020-0063089,2020-01-30,SD,35
15700,LC-2020-0063943,2020-01-30,Varon,25
15701,LC-2020-0067119,2020-01-31,Mujer,44
15702,LC-2020-0067167,2020-01-31,Varon,55
15703,LC-2020-0067818,2020-02-01,Mujer,35
15704,LC-2020-0074921,2020-02-04,varon,38
15705,LC-2020-0074921,2020-02-04,SD,35
15706,LC-2020-0077135,2020-02-05,Varon,36
15707,LC-2020-0077790,2020-02-05,Mujer,34
15708,LC-2020-0079395,2020-02-06,Varon,49
15709,LC-2020-0082199,2020-02-07,Mujer,32
15710,LC-2020-0084601,2020-02-09,SD,35
15711,LC-2020-0084619,2020-02-09,Mujer,19
15712,LC-2020-0086596,2020-02-10,SD,35
15713,LC-2020-0088144,2020-02-10,Varon,61
15714,LC-2020-0093929,2020-02-12,Varon,37
15715,LC-2020-0102783,2020-02-17,Varon,36
15716,LC-2020-0109531,2020-02-19,Varon,28
15717,LC-2020-0109604,2020-02-19,Varon,34
15718,LC-2020-0109604,2020-02-19,Varon,36
15719,LC-2020-0109617,2020-02-19,Mujer,23
15720,LC-2020-0111900,2020-02-20,Varon,25
15721,LC-2020-0117023,2020-02-22,Mujer,16
15722,LC-2020-0117328,2020-02-22,Varon,38
15723,LC-2020-0117887,2020-02-23,Mujer,22
15724,LC-2020-0120516,2020-02-25,Varon,29
